"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
62,"HS-grad,","Widowed,","Other-service,","Female,","24,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
35,"HS-grad,","Divorced,","Transport-moving,","Male,","45,","United-States,","<=50K"
29,"11th,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
76,"Masters,","Married-civ-spouse,","Craft-repair,","Male,","10,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","45,","United-States,","<=50K"
23,"Assoc-voc,","Never-married,","?,","Female,","15,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Prof-specialty,","Female,","50,","United-States,",">50K"
58,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
66,"HS-grad,","Never-married,","Transport-moving,","Male,","55,","United-States,","<=50K"
41,"Some-college,","Never-married,","Craft-repair,","Male,","45,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
47,"Assoc-voc,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
55,"10th,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
17,"5th-6th,","Never-married,","Other-service,","Male,","48,","Mexico,","<=50K"
30,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
49,"Masters,","Never-married,","Prof-specialty,","Male,","60,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Sales,","Male,","30,","Haiti,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
26,"Assoc-acdm,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
38,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
36,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
33,"HS-grad,","Never-married,","Farming-fishing,","Male,","20,","United-States,","<=50K"
22,"Some-college,","Never-married,","Protective-serv,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Never-married,","Sales,","Male,","42,","United-States,","<=50K"
67,"11th,","Married-civ-spouse,","?,","Male,","8,","United-States,","<=50K"
30,"Assoc-voc,","Divorced,","?,","Female,","40,","United-States,","<=50K"
56,"Assoc-acdm,","Married-spouse-absent,","Other-service,","Male,","25,","Iran,","<=50K"
31,"Bachelors,","Never-married,","Prof-specialty,","Male,","25,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
26,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
46,"11th,","Married-civ-spouse,","Transport-moving,","Male,","30,","United-States,","<=50K"
59,"Bachelors,","Married-civ-spouse,","?,","Male,","40,","United-States,",">50K"
38,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
65,"11th,","Widowed,","Other-service,","Male,","40,","United-States,","<=50K"
40,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
42,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","35,","United-States,","<=50K"
26,"9th,","Married-civ-spouse,","Craft-repair,","Male,","40,","Portugal,","<=50K"
36,"10th,","Married-civ-spouse,","Other-service,","Female,","24,","United-States,","<=50K"
62,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
43,"Bachelors,","Married-civ-spouse,","Transport-moving,","Male,","45,","United-States,","<=50K"
43,"Bachelors,","Divorced,","Exec-managerial,","Male,","45,","United-States,",">50K"
22,"HS-grad,","Married-spouse-absent,","Sales,","Male,","55,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
56,"Some-college,","Married-civ-spouse,","Sales,","Male,","45,","United-States,","<=50K"
22,"Assoc-acdm,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
57,"Bachelors,","Divorced,","Exec-managerial,","Female,","45,","United-States,",">50K"
39,"HS-grad,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Adm-clerical,","Female,","15,","United-States,","<=50K"
17,"11th,","Never-married,","Other-service,","Male,","10,","United-States,","<=50K"
40,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","38,","United-States,",">50K"
45,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","10,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Craft-repair,","Female,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
46,"Masters,","Divorced,","Exec-managerial,","Male,","30,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
54,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
46,"5th-6th,","Divorced,","Craft-repair,","Female,","45,","United-States,","<=50K"
25,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
46,"Some-college,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
36,"Some-college,","Married-civ-spouse,","Transport-moving,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
29,"HS-grad,","Separated,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","6,","United-States,",">50K"
19,"Some-college,","Never-married,","Adm-clerical,","Female,","16,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","40,","United-States,",">50K"
27,"Bachelors,","Never-married,","Craft-repair,","Male,","50,","United-States,","<=50K"
46,"Assoc-acdm,","Separated,","Craft-repair,","Male,","40,","United-States,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","?,",">50K"
34,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
45,"Some-college,","Divorced,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","?,","Female,","35,","United-States,","<=50K"
25,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
52,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
20,"Some-college,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
28,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
50,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
34,"Assoc-voc,","Divorced,","Tech-support,","Female,","64,","United-States,","<=50K"
28,"7th-8th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","Puerto-Rico,","<=50K"
41,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","65,","United-States,",">50K"
28,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","25,","United-States,","<=50K"
28,"Some-college,","Married-civ-spouse,","?,","Female,","40,","United-States,",">50K"
32,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
41,"Some-college,","Divorced,","Other-service,","Female,","24,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
33,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
46,"Doctorate,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
35,"12th,","Divorced,","Craft-repair,","Male,","50,","United-States,",">50K"
52,"1st-4th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
30,"11th,","Never-married,","Other-service,","Female,","19,","United-States,","<=50K"
34,"11th,","Separated,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Transport-moving,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Married-civ-spouse,","Sales,","Male,","30,","United-States,","<=50K"
17,"11th,","Never-married,","Handlers-cleaners,","Male,","18,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
29,"HS-grad,","Divorced,","Farming-fishing,","Male,","40,","United-States,","<=50K"
33,"10th,","Never-married,","Craft-repair,","Female,","35,","United-States,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
36,"Masters,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","72,","Dominican-Republic,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
47,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
80,"HS-grad,","Widowed,","?,","Male,","24,","United-States,","<=50K"
17,"11th,","Never-married,","?,","Male,","40,","United-States,","<=50K"
40,"Bachelors,","Married-spouse-absent,","Prof-specialty,","Female,","40,","United-States,","<=50K"
30,"Assoc-acdm,","Married-civ-spouse,","Other-service,","Female,","25,","United-States,",">50K"
27,"Some-college,","Never-married,","Craft-repair,","Male,","40,","Philippines,","<=50K"
33,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
34,"HS-grad,","Never-married,","Farming-fishing,","Male,","60,","United-States,","<=50K"
34,"Some-college,","Never-married,","Protective-serv,","Female,","40,","United-States,","<=50K"
23,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
45,"HS-grad,","Divorced,","Adm-clerical,","Female,","28,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Armed-Forces,","Male,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
27,"9th,","Never-married,","Craft-repair,","Male,","40,","Mexico,","<=50K"
20,"Some-college,","Never-married,","Sales,","Male,","35,","United-States,","<=50K"
44,"HS-grad,","Widowed,","Exec-managerial,","Female,","40,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
20,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
17,"11th,","Never-married,","?,","Female,","5,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
45,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","55,","United-States,",">50K"
60,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
42,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Male,","40,","?,",">50K"
44,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
40,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
30,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
32,"Some-college,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
44,"Assoc-acdm,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
50,"1st-4th,","Married-spouse-absent,","Craft-repair,","Male,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Tech-support,","Female,","20,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","60,","United-States,","<=50K"
52,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
49,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
30,"Bachelors,","Married-civ-spouse,","Tech-support,","Female,","16,","United-States,",">50K"
60,"Some-college,","Never-married,","Prof-specialty,","Male,","40,","United-States,",">50K"
22,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Transport-moving,","Male,","60,","United-States,","<=50K"
67,"Assoc-voc,","Divorced,","Other-service,","Female,","24,","United-States,","<=50K"
46,"Bachelors,","Never-married,","Craft-repair,","Female,","40,","United-States,","<=50K"
17,"9th,","Never-married,","Other-service,","Male,","6,","United-States,","<=50K"
22,"Some-college,","Never-married,","Handlers-cleaners,","Male,","30,","United-States,","<=50K"
27,"10th,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
33,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","45,","Portugal,","<=50K"
43,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","20,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Prof-specialty,","Male,","20,","United-States,","<=50K"
41,"HS-grad,","Married-spouse-absent,","Craft-repair,","Female,","40,","United-States,","<=50K"
52,"12th,","Never-married,","?,","Male,","40,","United-States,","<=50K"
25,"Some-college,","Married-spouse-absent,","Adm-clerical,","Female,","20,","United-States,","<=50K"
63,"1st-4th,","Married-civ-spouse,","?,","Male,","35,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","45,","United-States,","<=50K"
45,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
40,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
46,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
35,"Assoc-acdm,","Never-married,","Exec-managerial,","Female,","60,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Prof-specialty,","Female,","25,","United-States,","<=50K"
33,"Bachelors,","Never-married,","Craft-repair,","Male,","20,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Adm-clerical,","Female,","36,","United-States,","<=50K"
20,"Some-college,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
23,"5th-6th,","Never-married,","Other-service,","Male,","40,","El-Salvador,","<=50K"
26,"Some-college,","Never-married,","Prof-specialty,","Female,","35,","United-States,","<=50K"
72,"HS-grad,","Married-civ-spouse,","?,","Male,","20,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Farming-fishing,","Male,","40,","Poland,","<=50K"
62,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
58,"Some-college,","Divorced,","Other-service,","Female,","42,","France,","<=50K"
25,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Protective-serv,","Male,","8,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
49,"Assoc-voc,","Married-spouse-absent,","Handlers-cleaners,","Male,","42,","United-States,","<=50K"
53,"5th-6th,","Widowed,","?,","Female,","30,","United-States,","<=50K"
32,"Assoc-voc,","Never-married,","Craft-repair,","Male,","45,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
28,"HS-grad,","Divorced,","Craft-repair,","Male,","45,","United-States,","<=50K"
57,"Assoc-voc,","Widowed,","?,","Female,","38,","United-States,","<=50K"
25,"Some-college,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Male,","24,","United-States,","<=50K"
21,"Some-college,","Never-married,","?,","Female,","35,","United-States,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
38,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","80,","United-States,",">50K"
50,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
24,"Some-college,","Divorced,","Handlers-cleaners,","Male,","50,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","45,","United-States,",">50K"
44,"Some-college,","Divorced,","Machine-op-inspct,","Male,","58,","United-States,",">50K"
28,"Some-college,","Married-civ-spouse,","Sales,","Female,","40,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
74,"Some-college,","Divorced,","Adm-clerical,","Female,","9,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
44,"11th,","Divorced,","Machine-op-inspct,","Female,","46,","Puerto-Rico,","<=50K"
26,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
41,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Female,","50,","United-States,",">50K"
67,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","48,","United-States,",">50K"
39,"12th,","Married-civ-spouse,","Tech-support,","Male,","50,","United-States,","<=50K"
57,"1st-4th,","Widowed,","Priv-house-serv,","Female,","30,","United-States,","<=50K"
29,"Assoc-voc,","Separated,","Craft-repair,","Male,","40,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Farming-fishing,","Female,","45,","United-States,","<=50K"
34,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
29,"Doctorate,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
30,"Some-college,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
27,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","45,","United-States,","<=50K"
58,"10th,","Married-civ-spouse,","Other-service,","Female,","8,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","36,","United-States,","<=50K"
28,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
46,"Some-college,","Divorced,","Exec-managerial,","Male,","50,","United-States,","<=50K"
36,"HS-grad,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
72,"11th,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
33,"Assoc-voc,","Divorced,","Craft-repair,","Female,","40,","United-States,",">50K"
69,"11th,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Separated,","Adm-clerical,","Female,","20,","?,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Tech-support,","Female,","32,","United-States,","<=50K"
30,"11th,","Married-civ-spouse,","Other-service,","Male,","40,","Mexico,","<=50K"
28,"Bachelors,","Never-married,","Transport-moving,","Male,","55,","United-States,","<=50K"
54,"Bachelors,","Married-civ-spouse,","Sales,","Male,","35,","United-States,",">50K"
47,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
24,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
52,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
20,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","48,","United-States,","<=50K"
43,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,","<=50K"
45,"7th-8th,","Separated,","Other-service,","Female,","40,","Mexico,","<=50K"
29,"HS-grad,","Separated,","Craft-repair,","Male,","35,","United-States,","<=50K"
47,"Masters,","Divorced,","Exec-managerial,","Male,","42,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
17,"11th,","Never-married,","Sales,","Male,","12,","United-States,","<=50K"
37,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
27,"Doctorate,","Never-married,","Prof-specialty,","Female,","70,","United-States,","<=50K"
29,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
18,"12th,","Never-married,","?,","Male,","25,","United-States,","<=50K"
36,"Assoc-acdm,","Divorced,","Sales,","Female,","35,","United-States,","<=50K"
58,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
65,"Some-college,","Married-civ-spouse,","?,","Male,","30,","United-States,",">50K"
57,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
59,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Sales,","Female,","24,","United-States,","<=50K"
29,"Some-college,","Never-married,","Adm-clerical,","Male,","60,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
52,"10th,","Married-civ-spouse,","Craft-repair,","Male,","47,","United-States,",">50K"
57,"Bachelors,","Divorced,","Prof-specialty,","Male,","80,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","?,","Female,","40,","United-States,","<=50K"
60,"7th-8th,","Never-married,","Transport-moving,","Male,","48,","United-States,",">50K"
31,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Canada,",">50K"
23,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","?,","Female,","25,","United-States,","<=50K"
42,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
25,"Some-college,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
49,"Bachelors,","Never-married,","Prof-specialty,","Female,","45,","United-States,","<=50K"
32,"Bachelors,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Adm-clerical,","Male,","28,","United-States,","<=50K"
60,"7th-8th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
42,"9th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
35,"Assoc-acdm,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
48,"HS-grad,","Never-married,","Adm-clerical,","Female,","37,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
29,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Separated,","Exec-managerial,","Male,","40,","United-States,","<=50K"
17,"10th,","Never-married,","Other-service,","Female,","21,","United-States,","<=50K"
52,"Masters,","Divorced,","Prof-specialty,","Female,","60,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
24,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","50,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
27,"Bachelors,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
39,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","60,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","45,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","32,","United-States,","<=50K"
52,"Bachelors,","Married-civ-spouse,","Sales,","Male,","55,","United-States,","<=50K"
46,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
23,"Bachelors,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
45,"11th,","Widowed,","Other-service,","Female,","20,","United-States,","<=50K"
65,"9th,","Widowed,","Priv-house-serv,","Female,","24,","United-States,","<=50K"
29,"Assoc-voc,","Married-civ-spouse,","Transport-moving,","Male,","55,","United-States,","<=50K"
47,"9th,","Married-spouse-absent,","Handlers-cleaners,","Male,","40,","El-Salvador,","<=50K"
30,"HS-grad,","Never-married,","Farming-fishing,","Male,","60,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
38,"HS-grad,","Married-civ-spouse,","Sales,","Male,","64,","United-States,","<=50K"
33,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
49,"Bachelors,","Married-civ-spouse,","Sales,","Male,","26,","United-States,",">50K"
47,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
49,"10th,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,",">50K"
30,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
58,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Other-service,","Female,","14,","United-States,","<=50K"
21,"Bachelors,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
47,"5th-6th,","Married-civ-spouse,","Transport-moving,","Male,","50,","Cuba,","<=50K"
52,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
